원본_업종명,정규화_업종명,KSIC_코드_4자리,KSIC_명칭,매칭_레벨,매칭_방식,매칭_스코어,KSIC_코드_5자리,5자리_모호성,KSIC_코드_11차,변경유형
자동차 내장용 신품 전기ㆍ전자ㆍ정밀 기기 판매업,자동차 내장용 신품 전기전자정밀 기기 판매업,4521,자동차 내장용 신품 전기ㆍ전자ㆍ정밀 기기판매업,linkage_11th,link11_fuzzy,0.9787,45213,False,45213,
자동차 및 부품 판매업,자동차 및 부품 판매업,4511,자동차 신품 판매업,hwp_5digit,hwp_fuzzy,0.8182,45110,False,,
자동차 및 트레일러 제조업,자동차 및 트레일러 제조업,29,자동차 및 트레일러 제조업,mid,exact,1.0,,False,,
자동차 부품 및 내장품 판매업,자동차 부품 및 내장품 판매업,4522,자동차 중고 부품 및 내장품 판매업,hwp_5digit,hwp_fuzzy,0.9143,45220,False,,
자동차 세차업,자동차 세차업,9521,자동차 세차업,hwp_5digit,hwp_exact,1.0,95213,False,,
자동차 수리 및 세차업,자동차 수리 및 세차업,9420,자동차 수리 및 세차업,basic,exact,1.0,,False,,
자동차 신품 부품 및 내장품 판매업,자동차 신품 부품 및 내장품 판매업,4521,기타 자동차 신품 부품 및 내장품 판매업,hwp_5digit,hwp_fuzzy,0.9268,45219,False,,
자동차 신품 부품 제조업,자동차 신품 부품 제조업,2930,자동차 부품 제조업,basic,fuzzy,0.8696,,False,,
자동차 신품 타이어 및 튜브 판매업,자동차 신품 타이어 및 튜브 판매업,4521,자동차 신품 타이어 및 튜브 판매업,hwp_5digit,hwp_exact,1.0,45211,False,,
자동차 신품 판매업,자동차 신품 판매업,4511,자동차 신품 판매업,hwp_5digit,hwp_exact,1.0,45110,False,,
자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,3031,자동차 엔진용 신품 부품 제조업,hwp_5digit,hwp_exact,1.0,30310,False,,
자동차 임대업,자동차 임대업,6911,자동차 임대업,hwp_5digit,hwp_exact,1.0,69110,False,,
자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,2930,자동차 부품 제조업,basic,fuzzy,0.8333,,False,,
자동차 전문 수리업,자동차 전문 수리업,9521,자동차 전문 수리업,hwp_5digit,hwp_exact,1.0,95212,False,,
자동차 제조업,자동차 제조업,2930,자동차 부품 제조업,basic,fuzzy,0.8235,,False,,
자동차 종합 수리업,자동차 종합 수리업,9521,자동차 종합 수리업,hwp_5digit,hwp_exact,1.0,95211,False,,
자동차 중고 부품 및 내장품 판매업,자동차 중고 부품 및 내장품 판매업,4522,자동차 중고 부품 및 내장품 판매업,hwp_5digit,hwp_exact,1.0,45220,False,,
자동차 차체 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,292,자동차 차체 및 트레일러 제조업,sub,exact,1.0,,False,,
자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,3032,자동차 차체용 신품 부품 제조업,hwp_5digit,hwp_exact,1.0,30320,False,,
자동차 판매업,자동차 판매업,4512,중고 자동차 판매업,hwp_5digit,hwp_fuzzy,0.8235,45120,False,,
자동차용 금속 압형제품 제조업,자동차용 금속 압형제품 제조업,2522,금속 압형제품 제조업,basic,fuzzy,0.8148,,False,,
자동차용 기타 신품 부품 제조업,자동차용 기타 신품 부품 제조업,3032,자동차 차체용 신품 부품 제조업,hwp_5digit,hwp_fuzzy,0.8235,30320,False,,
자동차용 신품 동력전달장치 및 전기장치 제조업,자동차용 신품 동력전달장치 및 전기장치 제조업,3033,자동차용 신품 동력전달장치 제조업,hwp_5digit,hwp_fuzzy,0.8372,30331,False,,
자동차용 신품 동력전달장치 제조업,자동차용 신품 동력전달장치 제조업,3033,자동차용 신품 동력전달장치 제조업,hwp_5digit,hwp_exact,1.0,30331,False,,
자동차용 신품 의자 제조업,자동차용 신품 의자 제조업,3039,자동차용 신품 의자 제조업,hwp_5digit,hwp_exact,1.0,30393,False,,
자동차용 신품 전기장치 제조업,자동차용 신품 전기장치 제조업,3033,자동차용 신품 전기장치 제조업,hwp_5digit,hwp_exact,1.0,30332,False,,
자동차용 신품 제동장치 제조업,자동차용 신품 제동장치 제조업,3039,자동차용 신품 제동장치 제조업,hwp_5digit,hwp_exact,1.0,30392,False,,
자동차용 신품 조향장치 및 현가장치 제조업,자동차용 신품 조향장치 및 현가장치 제조업,3039,자동차용 신품 조향장치 및 현가 장치 제조업,hwp_5digit,hwp_fuzzy,0.9787,30391,False,,
자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,291,자동차용 엔진 및 자동차 제조업,sub,exact,1.0,,False,,
자동차용 엔진 제조업,자동차용 엔진 제조업,2913,자동차용 엔진 제조업,basic,exact,1.0,,False,,
자동차용 전용 신품 부품 판매업,자동차용 전용 신품 부품 판매업,4521,자동차용 전용 신품 부품 판매업,hwp_5digit,hwp_exact,1.0,45212,False,,
자동판매기 운영업,자동판매기 운영업,4799,자동판매기 운영업,hwp_5digit,hwp_exact,1.0,47991,False,,
자료 처리업,자료 처리업,6311,자료 처리업,hwp_5digit,hwp_exact,1.0,63111,False,,
"자료처리, 호스팅 및 관련 서비스업",자료처리 호스팅 및 관련 서비스업,6311,호스팅 및 관련 서비스업,hwp_5digit,hwp_fuzzy,0.8387,63112,False,,
"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",자료처리 호스팅 포털 및 기타 인터넷 정보매개 서비스업,6312,포털 및 기타 인터넷 정보매개 서비스업,hwp_5digit,hwp_fuzzy,0.8235,63120,False,,
자수제품 및 자수용재료 제조업,자수제품 및 자수용재료 제조업,1322,자수제품 및 자수용재료 제조업,hwp_5digit,hwp_exact,1.0,13222,False,,
자연공원 운영업,자연공원 운영업,9023,자연공원 운영업,hwp_5digit,hwp_exact,1.0,90232,False,,
자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,7013,자연과학 및 공학 융합 연구개발업,hwp_5digit,hwp_fuzzy,0.9091,70130,False,,
자연과학 및 공학 융합 연구개발업,자연과학 및 공학 융합 연구개발업,7013,자연과학 및 공학 융합 연구개발업,hwp_5digit,hwp_exact,1.0,70130,False,,
자연과학 연구개발업,자연과학 연구개발업,7011,기타 자연과학 연구개발업,hwp_5digit,hwp_fuzzy,0.8696,70119,False,,
자전거 및 기타 운송장비 도매업,자전거 및 기타 운송장비 도매업,4646,자전거 및 기타 운송장비 도매업,hwp_5digit,hwp_exact,1.0,46465,False,,
자전거 및 기타 운송장비 소매업,자전거 및 기타 운송장비 소매업,4763,자전거 및 기타 운송장비 소매업,hwp_5digit,hwp_exact,1.0,47632,False,,
자전거 및 환자용 차량 제조업,자전거 및 환자용 차량 제조업,3199,자전거 및 환자용 차량 제조업,hwp_5digit,hwp_exact,1.0,31991,False,,
작물 재배업,작물 재배업,011,작물 재배업,sub,exact,1.0,,False,,
작물재배 관련 서비스업,작물재배 관련 서비스업,0141,작물재배 지원 서비스업,hwp_5digit,hwp_fuzzy,0.8333,01411,False,,
작물재배 및 축산 관련 서비스업,작물재배 및 축산 관련 서비스업,0141,작물재배 지원 서비스업,hwp_5digit,split_first,0.8571,01411,False,,
작물재배 및 축산 복합농업,작물재배 및 축산 복합농업,0130,작물재배 및 축산 복합농업,hwp_5digit,hwp_exact,1.0,01300,False,,
작물재배 지원 서비스업,작물재배 지원 서비스업,0141,작물재배 지원 서비스업,hwp_5digit,hwp_exact,1.0,01411,False,,
잡지 및 정기간행물 발행업,잡지 및 정기간행물 발행업,5812,잡지 및 정기간행물 발행업,hwp_5digit,hwp_exact,1.0,58122,False,,
"장난감 및 취미, 오락용품 도매업",장난감 및 취미 오락용품 도매업,4391,장난감 및 오락용품,io_name,io_fuzzy,0.8696,33401101,True,,
장례식장 및 관련 서비스업,장례식장 및 관련 서비스업,9692,장례식장 및 장의관련 서비스업,hwp_5digit,hwp_fuzzy,0.9333,96921,False,,
장례식장 및 장의관련 서비스업,장례식장 및 장의관련 서비스업,9692,장례식장 및 장의관련 서비스업,hwp_5digit,hwp_exact,1.0,96921,False,,
장류 제조업,장류 제조업,111,주류 제조업,sub,fuzzy,0.8333,,False,,
장식용 목제품 제조업,장식용 목제품 제조업,1621,건축용 목제품 제조업,basic,fuzzy,0.8182,19210108,False,,
재 보험업,재 보험업,6520,재 보험업,hwp_5digit,hwp_exact,1.0,65200,False,,
재생섬유 제조업,재생섬유 제조업,2050,재생섬유 제조업,hwp_5digit,hwp_exact,1.0,20502,False,,
재생용 재료 및 기타 상품 전문 도매업,재생용 재료 및 기타 상품 전문 도매업,4679,그 외 기타 상품 전문 도매업,hwp_5digit,hwp_fuzzy,0.7568,46799,False,,
재생용 재료 수집 및 판매업,재생용 재료 수집 및 판매업,4679,재생용 재료 수집 및 판매업,hwp_5digit,hwp_exact,1.0,46791,False,,
재정 및 경제정책 행정,재정 및 경제정책 행정,8411,재정 및 경제정책 행정,hwp_5digit,hwp_exact,1.0,84114,False,,
"적층, 합성 및 특수표면처리 종이 제조업",적층 합성 및 특수표면처리 종이 제조업,1712,"적층, 합성 및 특수표면처리 종이 제조업",hwp_5digit,hwp_exact,1.0,17124,False,,
전구 및 램프 제조업,전구 및 램프 제조업,3791,전구 및 램프,io_name,io_exact,1.0,28410101,True,,
전구 및 조명장치 제조업,전구 및 조명장치 제조업,2791,전구 및 조명장치 제조업,basic,exact,1.0,24191101,True,,
"전구, 램프 및 조명장치 도매업",전구 램프 및 조명장치 도매업,4643,"전구, 램프 및 조명장치 도매업",hwp_5digit,hwp_exact,1.0,46432,False,,
전기 공급 및 제어장치 제조업,전기 공급 및 제어장치 제조업,2722,전기 공급 및 제어장치 제조업,basic,exact,1.0,24121110,True,,
전기 공사업,전기 공사업,4231,일반전기 공사업,hwp_5digit,hwp_fuzzy,0.8571,42311,False,,
전기 및 통신 공사업,전기 및 통신 공사업,4231,일반전기 공사업,hwp_5digit,split_first,0.7692,42311,False,,
전기 통신업,전기 통신업,6190,기타 통신업,basic,fuzzy,0.8333,,False,,
전기 판매업,전기 판매업,3513,전기 판매업,hwp_5digit,hwp_exact,1.0,35130,False,,
전기 화물자동차 및 특수목적용 전기 자동차 제조업,전기 화물자동차 및 특수목적용 전기 자동차 제조업,2912,화물자동차 및 특수 목적용 자동차 제조업,basic,fuzzy,0.8571,,False,,
"전기, 가스, 증기 및 공기조절 공급업",전기 가스 증기 및 공기조절 공급업,35,"전기, 가스, 증기 및 공기조절 공급업",mid,exact,1.0,,False,,
전기ㆍ전자 및 정밀기기 수리업,전기전자 및 정밀기기 수리업,9512,전기 및 정밀기기 수리업,hwp_5digit,hwp_fuzzy,0.9286,95123,False,,
전기ㆍ전자공학 연구개발업,전기전자공학 연구개발업,7012,전기ㆍ전자공학 연구개발업,hwp_5digit,hwp_exact,1.0,70121,False,,
전기경보 및 신호장치 제조업,전기경보 및 신호장치 제조업,2890,전기경보 및 신호장치 제조업,hwp_5digit,hwp_exact,1.0,28901,False,,
전기식 진단 및 요법 기기 제조업,전기식 진단 및 요법 기기 제조업,2711,전기식 진단 및 요법 기기 제조업,hwp_5digit,hwp_exact,1.0,27112,False,,
전기업,전기업,3510,전기업,basic,exact,1.0,,False,,
전기용 기계ㆍ장비 및 관련 기자재 도매업,전기용 기계장비 및 관련 기자재 도매업,4659,전기용 기계ㆍ장비 및 관련 기자재 도매업,linkage_11th,link11_exact,1.0,46595,False,46595,
전기용 탄소제품 및 절연제품 제조업,전기용 탄소제품 및 절연제품 제조업,2890,전기용 탄소제품 및 절연제품 제조업,hwp_5digit,hwp_exact,1.0,28902,False,,
전기용품 및 조명장치 소매업,전기용품 및 조명장치 소매업,4759,전기용품 및 조명장치 소매업,hwp_5digit,hwp_exact,1.0,47591,False,,
전기장비 제조업,전기장비 제조업,27,전기장비 제조업,mid,exact,1.0,,False,,
"전기회로 개폐, 보호장치 제조업",전기회로 개폐 보호장치 제조업,2812,"전기회로 개폐, 보호장치 제조업",hwp_5digit,hwp_exact,1.0,28121,False,,
전기회로 접속장치 제조업,전기회로 접속장치 제조업,2812,전기회로 접속장치 제조업,hwp_5digit,hwp_exact,1.0,28122,False,,
전동기 및 발전기 제조업,전동기 및 발전기 제조업,2710,전동기 및 발전기 제조업,basic,exact,1.0,,False,,
"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",전동기 발전기 및 전기 변환 공급제어 장치 제조업,27,전기장비 제조업,mid,split_first,0.8,,False,,
"전동기, 발전기 및 전기 변환장치 제조업",전동기 발전기 및 전기 변환장치 제조업,27,전기장비 제조업,mid,split_first,0.8,,False,,
전문 디자인업,전문 디자인업,7320,제품 디자인업,manual,manual_override,1.0,73202,False,,
전문 서비스업,전문 서비스업,7160,기타 전문 서비스업,hwp_5digit,hwp_fuzzy,0.8235,71600,False,,
전문가 단체,전문가 단체,9412,전문가 단체,hwp_5digit,hwp_exact,1.0,94120,False,,
전문대학,전문대학,8530,전문대학,hwp_5digit,hwp_exact,1.0,85301,False,,
전문직별 공사업,전문직별 공사업,4231,일반전기 공사업,manual,manual_override,1.0,42311,False,,
전분제품 및 당류 제조업,전분제품 및 당류 제조업,1063,전분제품 및 당류 제조업,basic,exact,1.0,,False,,
전세버스 운송업,전세버스 운송업,4923,전세버스 운송업,hwp_5digit,hwp_exact,1.0,49232,False,,
전시 및 광고용 조명장치 제조업,전시 및 광고용 조명장치 제조업,2791,전구 및 조명장치 제조업,basic,fuzzy,0.8,24191101,True,,
"전시, 컨벤션 및 행사 대행업",전시 컨벤션 및 행사 대행업,7599,"전시, 컨벤션 및 행사 대행업",hwp_5digit,hwp_exact,1.0,75992,False,,
전시용 모형 제조업,전시용 모형 제조업,3393,전시용 모형 제조업,hwp_5digit,hwp_exact,1.0,33932,False,,
전자 게임장 운영업,전자 게임장 운영업,9122,전자 게임장 운영업,hwp_5digit,hwp_exact,1.0,91221,False,,
전자 응용 절삭기계 제조업,전자 응용 절삭기계 제조업,2922,전자 응용 절삭기계 제조업,hwp_5digit,hwp_exact,1.0,29221,False,,
전자감지장치 제조업,전자감지장치 제조업,262,전자표시장치 제조업,sub,fuzzy,0.8,,False,,
"전자기 측정, 시험 및 분석기구 제조업",전자기 측정 시험 및 분석기구 제조업,2721,"전자기 측정, 시험 및 분석기구 제조업",hwp_5digit,hwp_exact,1.0,27212,False,,
전자부품 실장기판 제조업,전자부품 실장기판 제조업,2622,전자부품 실장기판 제조업,hwp_5digit,hwp_exact,1.0,26224,False,,
전자부품 제조업,전자부품 제조업,2640,기타 전자부품 제조업,basic,fuzzy,0.8421,,False,,
"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 컴퓨터 영상 음향 및 통신장비 제조업,2640,기타 전자부품 제조업,basic,split_first,0.8421,,False,,
전자상거래 소매 중개업,전자상거래 소매 중개업,4791,전자상거래 소매 중개업,hwp_5digit,hwp_exact,1.0,47911,False,,
전자상거래 소매업,전자상거래 소매업,4791,전자상거래 소매업,hwp_5digit,hwp_exact,1.0,47912,False,,
전자저항기 및 전자카드 제조업,전자저항기 및 전자카드 제조업,2629,전자저항기 및 전자카드 제조업,linkage_11th,link11_exact,1.0,26292,False,26292,통합
전자집적회로 제조업,전자집적회로 제조업,2611,전자집적회로 제조업,basic,exact,1.0,23221101,True,,
전자축전기 제조업,전자축전기 제조업,2629,전자축전기 제조업,hwp_5digit,hwp_exact,1.0,26291,False,,
"전자코일, 변성기 및 기타 전자 유도자 제조업",전자코일 변성기 및 기타 전자 유도자 제조업,2629,"전자코일, 변성기 및 기타 전자 유도자 제조업",hwp_5digit,hwp_exact,1.0,26294,False,,
전지 및 케이블 도매업,전지 및 케이블 도매업,3740,전선 및 케이블,io_name,io_fuzzy,0.875,28301100,True,,
절삭가공 및 유사처리업,절삭가공 및 유사처리업,2592,절삭가공 및 유사처리업,hwp_5digit,hwp_exact,1.0,25924,False,,
절연 코드세트 및 기타 도체 제조업,절연 코드세트 및 기타 도체 제조업,2830,절연 코드세트 및 기타 도체 제조업,hwp_5digit,hwp_exact,1.0,28303,False,,
절연선 및 케이블 제조업,절연선 및 케이블 제조업,2740,절연선 및 케이블 제조업,basic,exact,1.0,,False,,
접착제 및 젤라틴 제조업,접착제 및 젤라틴 제조업,2091,접착제 및 젤라틴 제조업,basic,exact,1.0,,False,,
정기 광고간행물 발행업,정기 광고간행물 발행업,5812,정기 광고간행물 발행업,hwp_5digit,hwp_exact,1.0,58123,False,,
정밀기기 및 과학기기 도매업,정밀기기 및 과학기기 도매업,4659,정밀기기 및 과학기기 도매업,hwp_5digit,hwp_exact,1.0,46593,False,,
정보서비스업,정보서비스업,6300,정보서비스업,basic,exact,1.0,58111,True,,
정부기관 일반 보조 행정,정부기관 일반 보조 행정,8412,정부기관 일반 보조 행정,hwp_5digit,hwp_exact,1.0,84120,False,,
정형 내화 요업제품 제조업,정형 내화 요업제품 제조업,2320,"내화, 비내화 요업제품 제조업",basic,fuzzy,0.8276,,False,,
정형외과용 및 신체보정용 기기 제조업,정형외과용 및 신체보정용 기기 제조업,2719,정형외과용 및 신체보정용 기기 제조업,hwp_5digit,hwp_exact,1.0,27192,False,,
젖소 사육업,젖소 사육업,0121,젖소 사육업,hwp_5digit,hwp_exact,1.0,01211,False,,
제강업,제강업,2411,제강업,hwp_5digit,hwp_exact,1.0,24112,False,,
제과점업,제과점업,5619,제과점업,hwp_5digit,hwp_exact,1.0,56191,False,,
제도업,제도업,7292,제도업,hwp_5digit,hwp_exact,1.0,72922,False,,
제재 및 목재 가공업,제재 및 목재 가공업,1610,제재 및 목재 가공업,basic,exact,1.0,19101101,True,,
제조업 및 유사 산업용 건물 건설업,제조업 및 유사 산업용 건물 건설업,4112,제조업 및 유사 산업용 건물 건설업,hwp_5digit,hwp_exact,1.0,41122,False,,
제조업 회사 본부,제조업 회사 본부,7151,제조업 회사 본부,hwp_5digit,hwp_exact,1.0,71511,False,,
제책업,제책업,1812,제책업,hwp_5digit,hwp_exact,1.0,18122,False,,
"제철, 제강 및 합금철 제조업",제철 제강 및 합금철 제조업,241,"제철, 제강 및 합금철 제조업",sub,exact,1.0,,False,,
제철업,제철업,2411,제철업,hwp_5digit,hwp_exact,1.0,24111,False,,
제판 및 조판업,제판 및 조판업,1812,제판 및 조판업,hwp_5digit,hwp_exact,1.0,18121,False,,
제품 디자인업,제품 디자인업,7320,제품 디자인업,hwp_5digit,hwp_exact,1.0,73202,False,,
조경 건설업,조경 건설업,4122,조경 건설업,hwp_5digit,hwp_exact,1.0,41226,False,,
조경 관리 및 유지 서비스업,조경 관리 및 유지 서비스업,7430,조경 관리 및 유지 서비스업,hwp_5digit,hwp_exact,1.0,74300,False,,
조리 반찬류 소매업,조리 반찬류 소매업,4721,조리 반찬류 소매업,hwp_5digit,hwp_exact,1.0,47218,False,,
조명장치 제조업,조명장치 제조업,3792,조명장치,io_name,io_exact,1.0,28421101,True,,
조미료 도매업,조미료 도매업,4632,조미료 도매업,hwp_5digit,hwp_exact,1.0,46326,False,,
조미료 및 식품 첨가물 제조업,조미료 및 식품 첨가물 제조업,1043,조미료 및 식품첨가물 제조업,basic,fuzzy,0.9677,,False,,
조적 및 석 공사업,조적 및 석 공사업,4213,조적 및 석 공사업,hwp_5digit,hwp_exact,1.0,42133,False,,
"종이 원지, 판지, 종이상자 도매업",종이 원지 판지 종이상자 도매업,4675,"종이 원지, 판지, 종이상자 도매업",hwp_5digit,hwp_exact,1.0,46750,False,,
종이 포대 및 가방 제조업,종이 포대 및 가방 제조업,1722,종이 포대 및 가방 제조업,hwp_5digit,hwp_exact,1.0,17221,False,,
"종이포대, 판지상자 및 종이용기 제조업",종이포대 판지상자 및 종이용기 제조업,1722,판지 상자 및 용기 제조업,hwp_5digit,hwp_fuzzy,0.7647,17222,False,,
종자 및 묘목 도매업,종자 및 묘목 도매업,4620,종자 및 묘목 도매업,hwp_5digit,hwp_exact,1.0,46202,False,,
종자 및 묘목 생산업,종자 및 묘목 생산업,0112,종자 및 묘목 생산업,hwp_5digit,hwp_exact,1.0,01123,False,,
종합 건설업,종합 건설업,4111,주거용 건물 건설업,manual,manual_override,1.0,41110,False,,
종합 병원,종합 병원,8610,종합 병원,hwp_5digit,hwp_exact,1.0,86101,False,,
종합 소매업,종합 소매업,4719,그 외 기타 종합 소매업,hwp_5digit,hwp_fuzzy_agg,0.8,47190,False,,
종합 스포츠시설 운영업,종합 스포츠시설 운영업,9113,종합 스포츠시설 운영업,hwp_5digit,hwp_exact,1.0,91131,False,,
종합복지관 운영업,종합복지관 운영업,8729,종합복지관 운영업,hwp_5digit,hwp_exact,1.0,87292,False,,
주거용 건물 개발 및 공급업,주거용 건물 개발 및 공급업,6812,주거용 건물 개발 및 공급업,hwp_5digit,hwp_exact,1.0,68121,False,,
주거용 건물 건설업,주거용 건물 건설업,4110,주거용 건물 건설업,basic,exact,1.0,,False,,
주거용 건물 임대업,주거용 건물 임대업,6810,주거용 건물 임대업,basic,exact,1.0,,False,,
주거용 부동산 관리업,주거용 부동산 관리업,6821,주거용 부동산 관리업,hwp_5digit,hwp_exact,1.0,68211,False,,
주류 도매업,주류 도매업,4633,주류 도매업,hwp_5digit,hwp_exact,1.0,46331,False,,
주방용 및 음식점용 목재가구 제조업,주방용 및 음식점용 목재가구 제조업,3202,주방용 및 음식점용 목재가구 제조업,hwp_5digit,hwp_exact,1.0,32021,False,,
주방용 전기기기 제조업,주방용 전기기기 제조업,2851,주방용 전기기기 제조업,hwp_5digit,hwp_exact,1.0,28511,False,,
"주방용품 및 가정용 유리, 요업 제품 소매업",주방용품 및 가정용 유리 요업 제품 소매업,4759,"주방용품 및 가정용 유리, 요업 제품 소매업",hwp_5digit,hwp_exact,1.0,47592,False,,
주점업,주점업,5813,주점,io_name,io_exact,1.0,56211,True,,
주정 제조업,주정 제조업,111,주류 제조업,sub,fuzzy,0.8333,,False,,
주차장 운영업,주차장 운영업,5291,주차장 운영업,hwp_5digit,hwp_exact,1.0,52915,False,,
주철관 제조업,주철관 제조업,2430,철강관 제조업,basic,fuzzy,0.8571,,False,,
주형 및 금형 제조업,주형 및 금형 제조업,2895,주형 및 금형 제조업,basic,exact,1.0,,False,,
중고 자동차 판매업,중고 자동차 판매업,4512,중고 자동차 판매업,hwp_5digit,hwp_exact,1.0,45120,False,,
중식 음식점업,중식 음식점업,5612,중식 음식점업,hwp_5digit,hwp_exact,1.0,56121,False,,
중앙 최고 집행기관,중앙 최고 집행기관,8411,중앙 최고 집행기관,hwp_5digit,hwp_exact,1.0,84112,False,,
중앙은행,중앙은행,6411,중앙은행,hwp_5digit,hwp_exact,1.0,64110,False,,
증권 및 선물 중개업,증권 및 선물 중개업,6612,증권 중개업,hwp_5digit,split_first,1.0,66121,False,,
"증권 발행, 관리, 보관 및 거래 지원 서비스업",증권 발행 관리 보관 및 거래 지원 서비스업,6619,"증권 발행, 관리, 보관 및 거래 지원 서비스업",hwp_5digit,hwp_exact,1.0,66191,False,,
증권 중개업,증권 중개업,6612,증권 중개업,hwp_5digit,hwp_exact,1.0,66121,False,,
"증기, 냉ㆍ온수 및 공기조절 공급업",증기 냉온수 및 공기조절 공급업,3530,"증기, 냉․온수 및 공기조절 공급업",basic,fuzzy,0.9714,,False,,
"증류기, 열교환기 및 가스발생기 제조업",증류기 열교환기 및 가스발생기 제조업,2917,"증류기, 열교환기 및 가스발생기 제조업",hwp_5digit,hwp_exact,1.0,29176,False,,
지반조성 건설업,지반조성 건설업,4121,지반조성 건설업,hwp_5digit,hwp_exact,1.0,41210,False,,
지방행정 집행기관,지방행정 집행기관,8411,지방행정 집행기관,hwp_5digit,hwp_exact,1.0,84113,False,,
"지붕, 내ㆍ외벽 축조 관련 전문 공사업",지붕 내외벽 축조 관련 전문 공사업,4219,"지붕, 내ㆍ외벽 축조 관련 전문 공사업",linkage_11th,link11_exact,1.0,42196,False,42196,코드변경
지상파 방송업,지상파 방송업,6001,지상파 방송업,basic,exact,1.0,60100,True,,
"지정 외 폐기물 수집, 운반업",지정 외 폐기물 수집 운반업,3811,"지정 외 폐기물 수집, 운반업",hwp_5digit,hwp_exact,1.0,38110,False,,
지정 외 폐기물 처리업,지정 외 폐기물 처리업,3821,지정 외 폐기물 처리업,hwp_5digit,hwp_exact,1.0,38210,False,,
"지정 폐기물 수집, 운반업",지정 폐기물 수집 운반업,3812,"지정 폐기물 수집, 운반업",hwp_5digit,hwp_exact,1.0,38120,False,,
지정 폐기물 처리업,지정 폐기물 처리업,3822,지정 폐기물 처리업,hwp_5digit,hwp_exact,1.0,38220,False,,
지주회사,지주회사,6499,지주회사,hwp_5digit,hwp_exact,1.0,64992,False,,
지질 조사·탐사 및 지도 제작업,지질 조사탐사 및 지도 제작업,7292,지질 조사·탐사 및 지도 제작업,linkage_11th,link11_exact,1.0,72923,False,72923,통합
직물 도매업,직물 도매업,4674,직물 도매업,hwp_5digit,hwp_exact,1.0,46742,False,,
직물 직조업,직물 직조업,1321,모직물 직조업,hwp_5digit,hwp_fuzzy,0.9231,13212,False,,
"직물, 편조원단 및 의복류 염색 가공업",직물 편조원단 및 의복류 염색 가공업,1340,"직물, 편조원단 및 의복류 염색 가공업",hwp_5digit,hwp_exact,1.0,13402,False,,
직물제품 제조업,직물제품 제조업,2392,석제품 제조업,basic,fuzzy,0.8,22231100,True,,
직물직조 및 직물제품 제조업,직물직조 및 직물제품 제조업,1312,직물직조 및 직물제품 제조업,basic,exact,1.0,16211101,True,,
직물포대 제조업,직물포대 제조업,1322,직물포대 제조업,hwp_5digit,hwp_exact,1.0,13225,False,,
직원훈련기관,직원훈련기관,8565,직원훈련기관,hwp_5digit,hwp_exact,1.0,85650,False,,
"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",질소화합물 질소 인산 및 칼리질 화학비료 제조업,2031,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",hwp_5digit,hwp_exact,1.0,20311,False,,
차류 가공업,차류 가공업,1079,차류 가공업,hwp_5digit,hwp_exact,1.0,10792,False,,
차체 및 특장차 제조업,차체 및 특장차 제조업,2921,차체 및 특장차 제조업,basic,exact,1.0,,False,,
창고 및 운송관련 서비스업,창고 및 운송관련 서비스업,52,창고 및 운송 관련 서비스업,mid,fuzzy,0.9655,,False,,
창작 및 예술관련 서비스업,창작 및 예술관련 서비스업,9019,그 외 기타 창작 및 예술관련 서비스업,hwp_5digit,hwp_fuzzy,0.8,90199,False,,
"창작, 예술 및 여가관련 서비스업",창작 예술 및 여가관련 서비스업,8800,"창작, 예술 및 오락관련 서비스업",basic,fuzzy,0.8824,,False,,
"채소, 과실 및 뿌리작물 소매업",채소 과실 및 뿌리작물 소매업,4721,"채소, 과실 및 뿌리작물 소매업",hwp_5digit,hwp_exact,1.0,47215,False,,
"채소, 화훼 및 과실작물 시설 재배업",채소 화훼 및 과실작물 시설 재배업,0115,"채소, 화훼 및 과실작물 시설 재배업",hwp_5digit,hwp_exact,1.0,01152,False,,
"채소, 화훼작물 및 종묘 재배업",채소 화훼작물 및 종묘 재배업,0112,채소작물 재배업,hwp_5digit,split_first,0.8571,01121,False,,
"채소류, 서류 및 향신작물류 도매업",채소류 서류 및 향신작물류 도매업,4631,"채소류, 서류 및 향신작물류 도매업",hwp_5digit,hwp_exact,1.0,46312,False,,
채소작물 재배업,채소작물 재배업,011,작물 재배업,sub,fuzzy,0.8571,,False,,
"천막, 텐트 및 유사 제품 제조업",천막 텐트 및 유사 제품 제조업,1322,"천막, 텐트 및 유사 제품 제조업",hwp_5digit,hwp_exact,1.0,13224,False,,
천연 및 혼합조제 조미료 제조업,천연 및 혼합조제 조미료 제조업,1074,천연 및 혼합조제 조미료 제조업,hwp_5digit,hwp_exact,1.0,10742,False,,
